Date,BITSTAMP,COINBASE,ITBIT,KRAKEN
2011-09-13,5.92923064836,,,
2011-09-14,5.59079751434,,,
2011-09-15,5.09427191414,,,
2011-09-16,4.85451504708,,,
2011-09-17,4.87,,,
2011-09-18,4.8395755941,,,
2011-09-19,4.9,,,
2011-09-20,5.38805369321,,,
2011-09-21,5.70607487898,,,
2011-09-22,5.69696045585,,,
2011-09-23,5.70709887471,,,
2011-09-24,5.72249401876,,,
2011-09-25,6.05,,,
2011-09-26,5.983073481,,,
2011-09-27,4.89540167115,,,
2011-09-28,4.86249770275,,,
2011-09-29,4.81634481364,,,
2011-09-30,0.0,,,
2011-10-01,0.0,,,
2011-10-02,0.0,,,
2011-10-03,4.84777190897,,,
2011-10-04,4.92473681348,,,
2011-10-05,5.0294187478,,,
2011-10-06,4.90884610662,,,
2011-10-07,4.68762890955,,,
2011-10-08,4.45553571429,,,
2011-10-09,3.89,,,
2011-10-10,4.49830189838,,,
2011-10-11,3.99896452357,,,
2011-10-12,3.94396411175,,,
2011-10-13,3.95292279318,,,
2011-10-14,4.05,,,
2011-10-15,0.0,,,
2011-10-16,0.0,,,
2011-10-17,3.92,,,
2011-10-18,0.0,,,
2011-10-19,0.0,,,
2011-10-20,2.24755021483,,,
2011-10-21,2.2403599062,,,
2011-10-22,0.0,,,
2011-10-23,0.0,,,
2011-10-24,2.92988069414,,,
2011-10-25,2.69146910747,,,
2011-10-26,2.68341564015,,,
2011-10-27,0.0,,,
2011-10-28,3.76235453517,,,
2011-10-29,3.87126835264,,,
2011-10-30,3.67057326689,,,
2011-10-31,3.28860505672,,,
2011-11-01,3.32246087581,,,
2011-11-02,0.0,,,
2011-11-03,0.0,,,
2011-11-04,3.32735777598,,,
2011-11-05,3.13141181699,,,
2011-11-06,2.95,,,
2011-11-07,0.0,,,
2011-11-08,3.08,,,
2011-11-09,3.19941894083,,,
2011-11-10,3.18938966016,,,
2011-11-11,3.3,,,
2011-11-12,3.35,,,
2011-11-13,3.35,,,
2011-11-14,2.75830970556,,,
2011-11-15,2.63468292107,,,
2011-11-16,2.98080712167,,,
2011-11-17,2.78260878794,,,
2011-11-18,2.53606965174,,,
2011-11-19,2.44612780339,,,
2011-11-20,2.37,,,
2011-11-21,2.43529773828,,,
2011-11-22,2.46926794333,,,
2011-11-23,0.0,,,
2011-11-24,2.87089669531,,,
2011-11-25,3.15305423257,,,
2011-11-26,2.77,,,
2011-11-27,0.0,,,
2011-11-28,2.6992165855,,,
2011-11-29,2.77382327089,,,
2011-11-30,3.19,,,
2011-12-01,3.44678983722,,,
2011-12-02,3.14707436243,,,
2011-12-03,2.93,,,
2011-12-04,0.0,,,
2011-12-05,2.95171139388,,,
2011-12-06,3.05275121613,,,
2011-12-07,3.19935267286,,,
2011-12-08,3.16774668381,,,
2011-12-09,0.0,,,
2011-12-10,3.11859577716,,,
2011-12-11,3.27761001503,,,
2011-12-12,3.50885228737,,,
2011-12-13,3.4501600058,,,
2011-12-14,3.4417001627,,,
2011-12-15,3.43540032726,,,
2011-12-16,3.44060139356,,,
2011-12-17,0.0,,,
2011-12-18,3.39792874895,,,
2011-12-19,3.8096681176,,,
2011-12-20,4.57003034577,,,
2011-12-21,4.38,,,
2011-12-22,4.18381884481,,,
2011-12-23,4.18625701649,,,
2011-12-24,4.33,,,
2011-12-25,4.30397596469,,,
2011-12-26,4.29600078561,,,
2011-12-27,4.31066492956,,,
2011-12-28,4.26789587568,,,
2011-12-29,4.34832112065,,,
2011-12-30,4.23234753066,,,
2011-12-31,4.4621255323,,,
2012-01-01,4.89672993241,,,
2012-01-02,5.0,,,
2012-01-03,5.27964067777,,,
2012-01-04,5.29757461686,,,
2012-01-05,6.19961419834,,,
2012-01-06,6.57577205742,,,
2012-01-07,6.8,,,
2012-01-08,6.92,,,
2012-01-09,6.6255302208,,,
2012-01-10,6.63355620316,,,
2012-01-11,7.05219374195,,,
2012-01-12,7.2667044125,,,
2012-01-13,7.0438295775,,,
2012-01-14,6.44373960561,,,
2012-01-15,7.15,,,
2012-01-16,6.85808929954,,,
2012-01-17,6.12819805341,,,
2012-01-18,6.15176079213,,,
2012-01-19,6.25100260435,,,
2012-01-20,6.75392637081,,,
2012-01-21,6.29208123552,,,
2012-01-22,6.16956114034,,,
2012-01-23,6.4104489542,,,
2012-01-24,6.44423500753,,,
2012-01-25,6.23731456812,,,
2012-01-26,6.14731751724,,,
